row=73 col=96
65	3	28	45	24	0	41	19	5	32	73	48	25	46	42	83	31	71	11	56	8	18	54	39	43	15	97	75	66	71	26	0	100	0	89	66	35	28	54	15	70	55	91	56	65	95	98	85	55	25	98	86	53	61	0	18	42	64	8	54	67	95	58	77	91	60	69	17	32	60	81	58	60	52	74	35	40	4	90	8	7	18	95	11	12	85	8	14	91	15	80	54	84	73	1	63	
71	11	19	78	35	51	49	41	99	78	12	60	1	5	90	64	86	85	64	85	42	25	31	19	39	59	49	26	100	35	72	33	61	63	40	45	89	37	69	39	77	22	83	2	39	32	45	46	3	81	100	74	18	88	97	99	32	12	99	57	14	83	30	52	56	45	82	35	47	85	85	86	1	82	22	50	97	30	59	7	86	3	54	88	21	43	7	50	8	12	92	13	52	50	72	12	
43	30	34	26	92	86	33	64	86	76	92	47	97	1	100	73	74	28	77	40	98	75	62	47	49	75	2	86	17	91	46	41	37	51	61	77	49	64	77	38	30	77	66	77	23	92	97	42	46	83	47	65	36	62	37	16	73	50	42	47	58	77	43	35	33	95	77	70	35	86	9	72	97	79	6	98	89	29	88	10	94	20	55	45	68	79	81	62	76	40	90	6	91	45	89	85	
80	17	77	76	40	99	70	15	87	83	45	65	69	24	57	80	38	24	71	88	33	68	56	8	3	86	91	81	81	12	33	24	38	38	50	82	52	27	70	36	41	73	77	47	3	33	29	64	24	99	89	74	80	41	28	9	90	35	37	92	28	1	84	67	51	28	25	11	48	46	57	67	73	71	87	44	90	67	37	19	31	22	1	43	2	30	32	15	34	15	83	13	26	63	12	14	
95	78	48	4	31	55	37	90	40	81	0	23	87	40	94	96	76	56	99	92	67	46	54	53	5	38	17	69	29	25	29	82	92	75	41	53	15	62	4	63	43	10	45	80	2	98	29	69	38	99	64	57	69	56	91	94	82	92	34	60	93	97	94	80	62	34	47	85	21	10	30	15	30	36	40	48	0	26	41	12	26	40	19	27	79	54	86	12	42	46	64	75	30	79	68	71	
24	70	86	83	37	32	41	74	51	32	26	60	89	94	40	35	88	1	66	80	82	91	66	13	33	50	78	90	38	30	72	55	0	64	100	53	57	55	26	10	62	32	81	88	97	68	9	33	20	3	18	62	58	65	65	42	60	100	26	89	84	95	3	36	8	70	7	33	13	25	68	39	76	27	47	88	43	28	29	74	73	54	86	11	47	71	40	30	4	1	25	98	59	25	30	71	
32	58	32	28	62	59	94	96	38	6	51	16	74	45	3	17	7	10	6	10	0	76	64	57	85	11	64	33	100	43	57	9	5	82	8	97	16	31	7	87	18	88	83	47	88	13	96	38	58	49	62	17	36	53	48	51	95	46	56	11	45	52	40	91	72	11	51	6	6	65	84	34	65	68	65	24	19	4	89	35	66	99	34	21	29	82	23	78	97	23	41	96	78	83	74	100	
67	64	85	77	20	5	0	13	80	38	34	89	27	68	15	21	69	25	13	81	23	92	33	11	21	47	88	43	81	18	12	43	74	34	43	36	59	1	75	59	74	14	35	13	33	33	39	35	80	23	42	39	5	2	93	91	49	47	54	67	13	32	48	43	94	80	100	89	82	13	30	19	6	32	23	68	3	13	83	85	47	59	50	99	97	64	26	70	95	36	92	39	55	68	97	27	
16	84	52	57	18	97	60	81	88	8	20	4	36	85	95	49	86	60	34	78	93	13	99	43	3	76	89	70	0	50	76	57	6	89	37	58	11	53	3	65	100	43	93	94	50	18	67	1	28	24	55	87	80	82	71	37	88	61	33	31	58	34	0	14	19	5	40	36	40	87	86	88	48	9	23	87	2	84	19	43	64	21	4	82	39	67	50	81	77	73	79	50	43	79	33	98	
57	68	73	50	19	89	79	7	45	56	75	88	52	69	14	6	60	2	69	9	96	13	81	22	34	5	64	99	36	94	97	100	71	57	17	59	51	51	90	53	65	4	73	45	67	45	22	7	91	11	5	25	94	33	1	26	58	19	74	26	33	67	53	27	4	87	37	48	84	83	89	62	58	45	2	25	92	33	77	53	53	88	40	54	22	99	99	86	54	43	9	6	12	19	99	40	
44	1	71	52	65	14	25	68	37	87	78	37	39	16	11	29	73	16	100	65	70	16	45	75	4	10	20	31	80	8	2	66	38	54	81	56	85	52	37	90	26	32	24	87	46	84	86	83	50	38	0	26	49	30	23	4	55	33	26	50	67	30	98	43	37	92	39	92	10	17	97	60	47	2	60	26	17	36	19	37	36	62	84	25	26	24	39	39	14	32	45	70	24	70	100	8	
65	0	16	44	54	35	33	55	75	57	32	6	43	37	85	94	22	42	93	87	92	78	82	23	16	30	63	37	50	13	38	71	61	82	66	19	16	40	34	7	47	13	18	12	41	12	27	100	61	74	16	42	79	42	65	53	96	49	41	76	50	57	25	42	43	79	49	15	43	22	13	97	91	23	54	9	6	35	77	64	3	98	70	0	7	62	58	95	44	49	33	94	63	37	39	16	
8	34	47	20	80	60	99	51	71	10	32	58	38	87	39	44	68	15	62	89	77	75	30	69	12	18	52	45	70	64	39	57	27	4	53	100	14	63	69	47	7	21	47	82	48	81	29	95	31	60	76	99	86	52	65	70	43	74	36	9	45	70	79	92	27	14	14	9	10	25	48	14	13	51	52	7	41	46	89	97	20	86	59	98	45	73	72	64	70	38	75	47	56	59	97	4	
54	64	57	99	30	23	18	77	68	100	18	48	38	3	73	39	60	94	81	92	32	72	95	58	41	10	71	100	4	1	33	68	23	93	42	76	83	70	0	25	44	69	4	49	100	80	40	8	65	20	31	44	24	35	95	66	2	16	69	87	82	41	21	16	73	20	83	64	89	33	63	57	30	69	81	5	10	69	57	17	44	4	79	64	92	55	27	69	51	4	84	82	3	77	39	22	
100	58	70	50	70	72	20	68	99	23	7	50	58	60	11	47	43	15	13	52	94	89	34	30	4	10	49	97	6	51	7	5	20	39	11	44	53	73	20	77	56	29	51	46	72	58	75	74	50	94	7	55	15	94	70	18	52	67	72	29	23	74	58	84	85	31	72	30	12	76	60	18	40	100	47	21	16	70	45	52	63	75	34	87	79	57	71	75	64	75	44	74	61	7	11	38	
79	31	21	82	57	58	98	12	79	70	69	19	70	82	67	6	60	73	40	70	82	38	46	27	98	84	60	81	79	29	48	76	60	97	4	93	78	23	65	26	77	18	24	56	62	26	83	45	35	85	61	79	43	65	18	37	6	34	3	99	36	20	9	52	6	23	62	17	18	84	91	69	83	18	80	44	23	45	85	22	49	58	28	46	49	64	25	3	61	51	74	44	35	79	43	51	
89	0	30	0	28	52	22	30	47	66	80	48	33	45	6	97	22	15	43	91	89	8	22	89	26	11	72	65	27	15	56	4	9	22	86	3	27	61	60	52	86	34	99	67	9	30	61	28	15	36	49	12	12	40	32	28	3	11	11	80	72	50	49	11	29	11	9	33	64	52	18	54	29	11	70	47	99	7	42	82	63	96	10	23	8	13	23	40	62	3	92	87	82	45	78	26	
71	8	54	12	77	48	30	66	83	68	83	24	21	81	31	41	19	28	93	16	28	36	1	98	67	14	50	3	23	65	27	3	6	1	100	94	59	42	27	94	37	92	54	69	92	57	83	91	21	36	58	65	76	32	57	3	63	77	82	59	33	14	44	82	73	30	5	84	12	17	46	78	96	38	9	26	2	79	39	21	33	98	18	36	91	62	50	37	56	18	25	18	45	99	81	59	
95	67	66	18	77	59	11	99	65	93	76	13	63	81	30	69	84	71	62	16	74	66	39	11	71	39	80	50	59	50	70	86	63	52	31	85	64	94	23	38	6	67	0	84	83	47	1	43	44	16	40	1	97	100	77	60	32	32	13	1	84	30	47	70	94	16	14	8	42	20	49	84	23	21	84	83	59	46	65	57	90	67	82	0	57	74	80	6	26	55	59	100	59	23	14	34	
39	42	23	76	3	25	72	47	81	69	24	11	19	31	29	96	95	39	53	81	54	9	93	72	90	38	33	47	10	55	9	1	55	40	21	92	65	69	68	28	65	3	46	50	62	82	58	93	51	93	38	22	82	69	14	37	24	89	6	7	77	16	9	56	39	13	30	42	64	82	85	84	28	13	79	62	26	12	40	67	86	33	35	78	67	59	29	86	59	44	49	71	78	36	81	11	
84	25	10	22	63	84	35	26	36	53	23	14	59	26	39	62	42	86	3	22	77	24	45	49	93	56	99	100	39	86	1	57	62	73	43	10	87	88	85	48	1	93	17	4	7	62	11	23	11	78	51	53	84	88	3	25	29	58	93	19	11	54	2	30	41	48	13	46	72	44	14	72	56	24	77	7	97	2	86	86	97	98	4	54	82	83	57	49	99	69	81	12	30	17	10	34	
26	89	56	21	44	72	19	6	71	71	87	84	17	27	83	52	1	17	84	37	97	57	67	33	80	67	55	41	59	9	72	3	36	90	68	58	91	63	97	25	4	71	59	23	76	85	27	54	44	66	39	68	58	83	24	31	22	15	40	37	3	88	35	33	2	55	65	76	49	67	57	81	6	18	29	45	90	100	42	54	91	99	27	70	91	14	93	65	37	41	86	34	34	69	3	57	
40	54	20	59	48	75	3	49	4	15	40	68	44	0	76	52	2	49	93	45	7	91	12	43	85	100	85	66	29	87	1	41	41	48	37	25	15	18	92	85	69	3	16	85	6	51	38	20	54	55	33	81	49	74	51	35	71	3	83	9	54	12	51	22	91	38	39	39	23	3	88	17	91	67	59	72	79	74	31	79	48	51	12	90	13	98	22	69	33	24	2	3	68	14	51	24	
51	89	48	36	78	9	28	46	50	55	23	94	51	89	26	26	45	43	1	83	76	7	12	23	46	74	17	31	13	44	64	27	33	48	78	1	51	48	1	50	76	55	9	19	64	97	11	79	27	29	84	76	94	27	16	30	10	55	47	65	85	58	99	56	48	31	33	45	54	70	7	10	18	40	14	42	46	43	40	18	89	24	25	39	8	72	88	71	76	88	64	86	14	47	70	62	
5	39	96	3	91	47	60	69	25	30	69	25	75	32	61	59	17	93	27	77	78	79	100	11	44	53	47	90	25	80	48	29	19	28	65	45	80	77	41	14	72	26	15	77	21	88	89	17	80	16	73	49	22	20	6	0	28	74	86	24	98	62	28	99	48	42	24	87	2	23	68	68	86	91	27	43	22	6	30	3	100	19	84	40	54	67	27	12	52	19	82	69	36	40	17	90	
30	48	72	41	17	44	75	63	29	90	51	18	41	81	60	16	60	11	78	15	36	30	71	1	86	12	92	49	5	46	57	90	47	46	41	98	46	93	82	43	91	21	78	97	28	54	10	83	63	68	46	9	31	82	35	38	50	65	25	74	79	58	61	80	66	10	64	20	44	90	84	90	31	35	39	100	97	97	42	95	1	83	5	90	3	19	76	47	50	68	90	7	60	14	15	73	
63	60	13	41	34	59	50	60	10	13	91	28	28	38	45	85	43	40	47	7	35	13	46	89	52	79	45	83	44	53	45	83	75	60	98	78	21	54	73	63	94	6	8	43	50	4	87	38	45	73	36	3	24	39	62	100	71	35	80	76	33	71	3	62	0	59	37	34	15	53	46	11	24	88	1	30	4	100	66	58	39	98	35	43	80	92	6	18	10	6	33	85	15	18	65	40	
27	10	24	45	70	36	93	38	7	64	7	9	55	90	17	69	26	39	1	20	69	7	74	86	29	21	72	42	99	15	93	79	86	56	69	34	36	92	70	63	33	29	95	46	3	73	96	77	28	26	1	90	25	89	93	22	92	42	49	12	94	71	42	50	20	52	98	75	66	68	76	96	64	53	81	26	100	95	69	65	100	65	18	28	70	70	93	44	38	36	72	2	31	19	33	77	
76	63	10	36	62	33	35	52	60	98	20	20	87	41	95	40	73	15	16	36	8	57	27	25	17	20	93	62	73	62	27	55	12	64	82	88	9	82	80	73	76	18	52	85	32	88	14	76	38	24	35	25	1	3	80	32	83	55	97	21	54	60	31	44	45	62	56	47	58	48	5	2	79	94	93	82	34	70	52	17	48	60	81	17	83	25	84	100	38	75	3	42	0	78	69	25	
63	10	35	83	84	2	29	36	6	91	28	14	17	37	25	100	9	44	22	77	39	14	5	39	71	55	100	62	8	3	76	48	63	79	78	90	61	9	18	30	9	18	67	68	45	82	30	50	65	69	43	60	34	5	82	28	81	31	91	46	96	0	94	64	21	38	4	84	84	27	74	84	87	93	1	44	47	32	71	70	65	58	49	20	17	71	36	49	17	36	37	84	57	13	95	16	
83	27	49	20	87	85	57	73	32	62	30	59	26	33	40	97	5	30	49	98	79	30	78	89	58	96	64	53	41	87	77	67	96	1	18	48	66	79	43	74	6	6	6	47	53	90	51	22	5	9	89	77	43	61	34	64	32	63	82	26	78	31	73	36	45	22	16	54	94	36	21	78	43	39	52	97	58	44	67	79	93	7	21	23	51	35	2	76	34	21	86	24	94	98	38	5	
16	38	75	73	84	57	90	33	37	17	49	0	26	69	49	94	96	85	38	44	46	28	11	99	1	20	67	1	66	44	9	76	8	89	82	26	29	14	92	2	33	42	12	21	43	87	37	99	89	7	8	88	40	77	60	11	47	84	88	25	30	68	35	76	65	95	19	98	61	82	80	77	1	23	97	26	68	69	30	26	6	50	15	17	87	54	46	99	70	83	89	95	62	100	86	9	
39	38	81	49	67	49	6	69	0	5	98	42	2	18	84	1	92	79	81	74	15	25	70	42	35	8	47	8	19	87	28	52	97	14	60	41	44	93	12	44	17	21	58	69	8	25	100	10	19	91	4	97	38	58	5	45	86	39	51	58	3	69	23	70	27	17	83	24	23	7	8	97	70	52	88	4	87	31	24	46	68	4	43	62	39	95	32	71	91	73	87	41	8	31	79	51	
94	6	50	28	30	98	9	96	40	89	8	25	77	1	10	19	78	29	22	76	16	89	9	38	11	50	97	77	12	47	70	98	79	7	57	22	5	32	59	62	6	13	92	93	35	95	29	18	14	84	19	21	74	8	39	84	89	37	53	8	14	55	25	10	9	20	83	37	57	33	14	87	46	90	25	71	12	59	73	45	60	68	65	54	19	27	33	38	58	15	40	27	65	57	86	36	
50	95	22	76	15	44	66	54	70	22	23	74	80	100	37	34	58	58	37	92	6	48	31	32	17	16	65	56	61	21	44	59	3	97	69	77	66	69	0	64	41	95	16	6	18	58	5	52	39	47	31	46	57	24	61	48	29	58	47	71	39	2	9	87	25	64	27	76	3	47	71	30	85	78	63	26	53	33	63	63	4	29	32	7	50	4	79	91	16	94	10	6	64	86	91	82	
4	76	72	49	79	75	70	87	81	82	24	31	29	21	75	87	73	6	25	14	77	56	3	95	90	7	5	42	13	51	58	20	74	52	80	31	34	13	26	46	39	96	71	58	7	85	56	15	14	21	80	91	77	50	51	69	89	64	81	32	49	45	41	10	51	61	65	29	78	80	96	31	10	88	91	76	45	98	28	77	37	27	99	97	22	97	68	64	56	25	17	17	42	22	53	0	
75	6	70	78	4	28	34	22	32	34	9	46	83	1	65	78	56	73	8	100	58	16	1	85	36	43	84	54	15	33	86	97	66	97	21	78	15	28	67	33	99	13	51	80	5	37	78	43	76	77	71	52	0	39	7	7	43	49	53	60	1	1	39	73	47	64	41	60	53	63	43	42	64	24	71	18	27	0	19	99	80	8	50	17	73	99	95	6	78	26	68	76	81	92	34	7	
76	69	89	13	85	5	11	10	99	74	65	29	44	99	0	85	77	40	10	24	5	29	69	14	79	4	63	93	20	10	4	88	88	74	64	64	26	20	97	100	97	14	66	19	82	5	16	65	51	59	42	54	20	1	43	13	70	15	29	83	99	20	98	6	74	52	8	46	21	69	62	100	49	5	65	62	10	8	99	67	23	34	20	44	58	77	88	89	86	52	43	56	64	70	8	81	
20	63	4	96	3	11	60	70	39	97	63	34	66	37	44	76	62	14	72	71	26	84	67	13	77	66	77	52	69	54	2	48	51	29	72	81	64	87	57	65	91	66	69	100	67	42	64	49	82	76	53	58	19	52	18	5	67	15	75	38	20	78	100	41	29	35	96	84	83	4	43	31	9	54	17	31	60	50	88	53	1	35	35	67	51	20	2	7	56	32	80	50	23	23	13	47	
72	29	37	17	66	58	83	72	5	84	25	40	49	11	3	79	32	75	64	45	76	87	45	36	44	89	13	28	19	20	11	100	41	92	71	66	76	18	66	81	88	88	64	73	54	6	48	94	19	20	91	49	63	32	65	73	69	88	85	55	72	28	34	16	47	26	97	29	69	27	38	81	6	49	14	68	34	68	70	100	4	4	66	25	2	14	0	63	88	24	12	71	88	60	99	35	
40	56	18	83	84	48	5	67	5	80	19	77	68	100	11	83	75	65	66	12	25	26	3	57	8	34	87	70	75	2	32	1	80	51	71	57	11	12	80	82	6	55	45	97	96	51	77	16	90	31	0	81	65	67	70	88	96	41	19	28	9	35	63	37	90	90	32	19	31	6	44	69	43	69	62	73	87	26	82	47	4	46	77	28	87	23	22	45	39	71	66	6	57	37	83	29	
66	92	42	19	98	22	96	1	27	11	70	98	60	56	77	99	78	23	27	30	87	48	26	0	49	23	60	35	62	61	89	97	80	59	6	98	76	65	52	67	15	55	41	72	19	31	22	22	36	13	37	8	76	93	72	65	50	0	51	84	45	67	2	40	58	6	61	11	97	57	79	85	24	9	42	58	48	35	11	61	30	83	49	65	46	75	99	90	53	86	21	36	97	47	70	75	
74	91	66	90	82	17	64	96	22	57	53	28	59	17	60	58	50	97	96	87	40	80	20	62	31	44	72	77	50	35	21	29	13	76	59	93	99	66	23	47	52	66	92	95	47	41	9	85	41	8	11	11	71	1	54	6	80	88	52	41	38	64	46	29	56	10	8	92	99	63	53	93	80	61	36	29	0	49	40	65	62	3	41	83	54	33	15	7	51	61	25	72	67	4	17	23	
1	89	78	88	2	9	58	14	3	62	54	97	94	26	28	51	34	42	7	4	28	78	47	37	35	8	80	60	94	91	65	82	53	14	73	96	31	21	89	6	12	47	12	76	83	75	17	64	14	85	70	22	24	20	0	83	68	89	36	87	77	19	60	32	55	71	65	73	48	45	37	89	98	71	76	49	36	49	46	37	27	28	9	99	40	84	85	10	41	23	3	11	44	93	42	22	
95	45	2	16	82	19	2	4	41	86	9	38	92	63	85	4	74	48	83	84	75	1	0	67	32	85	94	70	38	0	71	10	60	84	97	0	9	98	26	3	60	85	84	16	20	56	12	59	91	64	19	10	41	84	69	87	80	45	10	7	47	29	28	5	58	70	66	80	10	97	36	2	98	80	46	49	4	3	12	67	76	83	34	46	65	47	93	73	21	49	18	63	86	25	61	7	
